total_events,analysis_eligible_events,excluded_events,eligibility_rate,mean_stock_return,median_stock_return,mean_ta125_return,median_ta125_return,mean_market_adjusted_return,median_market_adjusted_return,std_market_adjusted_return,min_market_adjusted_return,max_market_adjusted_return,mean_market_adjusted_return_excluding_20pct_outliers,median_market_adjusted_return_excluding_20pct_outliers,number_of_20pct_outliers,number_of_50pct_outliers,positive_reactions_count,negative_reactions_count,neutral_reactions_count,missing_ticker_count,ticker_validation_failed_count,future_event_count,missing_stock_price_count,missing_market_price_count,not_enough_trading_days_count,generated_at
50,36,14,0.72,-0.016175728590093547,-0.018083126550868522,0.0007700312839252611,0.010106872473089612,-0.016945759874018806,-0.013169990616869354,0.24904342029440432,-0.9449630952713407,0.9896341965650184,-0.02061476441202028,-0.013169990616869354,4,2,13,20,3,5,5,2,0,0,2,2026-05-27T12:38:40.258605+00:00
