Date,Open,High,Low,Close,Adj_Close,Volume,ticker,price_source
2020-03-30,2938.0,3050.0,3049.0,3049.0,3042.239501953125,183,FRDN.TA,yfinance
2020-03-31,3049.0,3258.0,3058.0,3220.0,3212.860595703125,3598,FRDN.TA,yfinance
2020-04-01,3220.0,3051.0,3051.0,3095.0,3088.137939453125,46,FRDN.TA,yfinance
2020-04-02,3095.0,3095.0,3095.0,3095.0,3088.137939453125,136,FRDN.TA,yfinance
2020-04-06,3095.0,3360.0,3215.0,3286.0,3278.71435546875,365,FRDN.TA,yfinance
2020-04-07,3286.0,3717.0,3445.0,3654.0,3645.8984375,1398,FRDN.TA,yfinance
2020-04-13,4342.0,4950.0,4571.0,4808.0,4797.33935546875,821,FRDN.TA,yfinance
2020-04-16,4808.0,5350.0,5050.0,5253.0,5241.35205078125,1977,FRDN.TA,yfinance
2020-04-20,5324.0,5459.0,5330.0,5336.0,5324.16943359375,419,FRDN.TA,yfinance
2020-04-21,5336.0,5559.0,5112.0,5338.0,5326.1640625,582,FRDN.TA,yfinance
2020-04-22,5338.0,5391.0,5338.0,5342.0,5330.1552734375,10,FRDN.TA,yfinance
2020-04-23,5342.0,5342.0,5342.0,5342.0,5330.1552734375,2,FRDN.TA,yfinance
2020-04-27,5418.0,5598.0,5417.0,5451.0,5438.91357421875,298,FRDN.TA,yfinance
2020-04-30,5451.0,5560.0,5451.0,5559.0,5546.67431640625,105,FRDN.TA,yfinance
2020-05-04,5559.0,5559.0,5559.0,5559.0,5546.67431640625,1,FRDN.TA,yfinance
2020-05-05,5559.0,5560.0,5560.0,5560.0,5547.6728515625,28,FRDN.TA,yfinance
2020-05-06,5560.0,5393.0,5393.0,5518.0,5505.765625,9,FRDN.TA,yfinance
2020-05-07,5518.0,5076.0,5076.0,5076.0,5064.74560546875,96,FRDN.TA,yfinance
2020-05-11,5100.0,5006.0,5006.0,5079.0,5067.73779296875,8,FRDN.TA,yfinance
2020-05-12,5079.0,5183.0,5007.0,5136.0,5124.61328125,78,FRDN.TA,yfinance
2020-05-13,5136.0,5136.0,5136.0,5136.0,5124.61328125,3,FRDN.TA,yfinance
2020-05-14,5136.0,5136.0,5136.0,5136.0,5124.61328125,0,FRDN.TA,yfinance
2020-05-18,5136.0,5136.0,5136.0,5136.0,5124.61328125,0,FRDN.TA,yfinance
2020-05-19,5136.0,5325.0,5136.0,5152.0,5140.5771484375,6,FRDN.TA,yfinance
2020-05-20,5152.0,5152.0,5152.0,5152.0,5140.5771484375,2,FRDN.TA,yfinance
2020-05-21,5152.0,5152.0,5152.0,5152.0,5140.5771484375,4,FRDN.TA,yfinance
2020-05-25,5145.0,5100.0,5100.0,5100.0,5088.69189453125,40,FRDN.TA,yfinance
2020-05-26,5100.0,4966.0,4812.0,4960.0,4949.0029296875,203,FRDN.TA,yfinance
2020-05-27,4960.0,4801.0,4575.0,4722.0,4711.5302734375,271,FRDN.TA,yfinance
2020-06-01,4696.0,4696.0,4696.0,4696.0,4685.5888671875,1,FRDN.TA,yfinance
2020-06-02,4696.0,5033.0,4693.0,4823.0,4812.30615234375,588,FRDN.TA,yfinance
2020-06-03,4823.0,5365.0,5365.0,5365.0,5353.10498046875,48,FRDN.TA,yfinance
2020-06-04,5365.0,6132.0,4780.0,5827.0,5814.080078125,572,FRDN.TA,yfinance
2020-06-08,5827.0,5568.0,5568.0,5797.0,5784.14697265625,5,FRDN.TA,yfinance
2020-06-09,5797.0,5797.0,5797.0,5797.0,5784.14697265625,7,FRDN.TA,yfinance
2020-06-10,5797.0,5496.0,5496.0,5769.0,5756.20849609375,4,FRDN.TA,yfinance
2020-06-11,5682.0,5682.0,5682.0,5682.0,5669.4013671875,63,FRDN.TA,yfinance
2020-06-15,5682.0,5682.0,5682.0,5682.0,5669.4013671875,1,FRDN.TA,yfinance
2020-06-16,5682.0,5682.0,5682.0,5682.0,5669.4013671875,0,FRDN.TA,yfinance
2020-06-17,5682.0,5682.0,5682.0,5682.0,5669.4013671875,0,FRDN.TA,yfinance
2020-06-18,5682.0,5572.0,5460.0,5503.0,5490.798828125,341,FRDN.TA,yfinance
2020-06-22,5503.0,5556.0,5556.0,5505.0,5492.7939453125,2,FRDN.TA,yfinance
2020-06-23,5505.0,5505.0,5017.0,5323.0,5311.1982421875,1398,FRDN.TA,yfinance
2020-06-24,5323.0,5323.0,5323.0,5323.0,5311.1982421875,0,FRDN.TA,yfinance
2020-06-25,5323.0,5323.0,5323.0,5323.0,5311.1982421875,56,FRDN.TA,yfinance
