Date,Open,High,Low,Close,Adj_Close,Volume,ticker,price_source
2019-09-26,948.7999877929688,948.7999877929688,948.7999877929688,948.7999877929688,948.7999877929688,0,BOLT.TA,yfinance
2019-10-02,948.7999877929688,931.0,911.0,913.2999877929688,913.2999877929688,1632,BOLT.TA,yfinance
2019-10-03,913.2999877929688,913.2999877929688,913.2999877929688,913.2999877929688,913.2999877929688,0,BOLT.TA,yfinance
2019-10-07,912.5,929.7000122070312,912.4000244140625,927.9000244140625,927.9000244140625,234,BOLT.TA,yfinance
2019-10-10,927.9000244140625,903.5,900.0,901.5999755859375,901.5999755859375,1841,BOLT.TA,yfinance
2019-10-15,901.5999755859375,901.5999755859375,901.5999755859375,901.5999755859375,901.5999755859375,10,BOLT.TA,yfinance
2019-10-16,901.5999755859375,901.5999755859375,882.0999755859375,883.5999755859375,883.5999755859375,200,BOLT.TA,yfinance
2019-10-17,883.5999755859375,884.0,883.5999755859375,883.9000244140625,883.9000244140625,2860,BOLT.TA,yfinance
2019-10-22,883.9000244140625,903.0,903.0,888.4000244140625,888.4000244140625,50,BOLT.TA,yfinance
2019-10-23,909.0,954.2000122070312,909.0,922.7000122070312,922.7000122070312,1751,BOLT.TA,yfinance
2019-10-24,943.0,943.0,940.0,926.5,926.5,43,BOLT.TA,yfinance
2019-10-28,926.5,926.5,926.5,926.5,926.5,44,BOLT.TA,yfinance
2019-10-29,926.5,926.5,926.5,926.5,926.5,0,BOLT.TA,yfinance
2019-10-30,926.5,929.0,929.0,929.0,929.0,467,BOLT.TA,yfinance
2019-10-31,929.0,929.0,929.0,929.0,929.0,205,BOLT.TA,yfinance
2019-11-04,927.7999877929688,927.5999755859375,927.5999755859375,927.5999755859375,927.5999755859375,235,BOLT.TA,yfinance
2019-11-05,927.5999755859375,927.5999755859375,927.5999755859375,927.5999755859375,927.5999755859375,0,BOLT.TA,yfinance
2019-11-06,927.5999755859375,927.5999755859375,915.0,915.0999755859375,915.0999755859375,1329,BOLT.TA,yfinance
2019-11-07,915.0999755859375,901.0,901.0,901.0,901.0,800,BOLT.TA,yfinance
2019-11-11,889.0,889.0,889.0,889.0,889.0,0,BOLT.TA,yfinance
2019-11-12,889.0,846.0,845.0,845.7000122070312,845.7000122070312,2601,BOLT.TA,yfinance
2019-11-13,845.7000122070312,845.7000122070312,830.0,830.2000122070312,830.2000122070312,1446,BOLT.TA,yfinance
2019-11-14,830.2000122070312,813.0999755859375,812.0,812.5,812.5,2462,BOLT.TA,yfinance
2019-11-18,790.0999755859375,805.2000122070312,781.0999755859375,800.9000244140625,800.9000244140625,865,BOLT.TA,yfinance
2019-11-19,800.9000244140625,784.0,783.0999755859375,783.5,783.5,1064,BOLT.TA,yfinance
2019-11-20,783.5,812.5,799.9000244140625,803.7999877929688,803.7999877929688,2556,BOLT.TA,yfinance
2019-11-21,803.7999877929688,831.2000122070312,830.0,830.7999877929688,830.7999877929688,3103,BOLT.TA,yfinance
2019-11-25,830.7999877929688,830.0,830.0,830.0,830.0,840,BOLT.TA,yfinance
2019-11-26,830.0,830.0,830.0,830.0,830.0,0,BOLT.TA,yfinance
2019-11-27,830.0,830.0,830.0,830.0,830.0,1000,BOLT.TA,yfinance
2019-11-28,830.0,840.0,834.5,839.4000244140625,839.4000244140625,251,BOLT.TA,yfinance
2019-12-02,815.2000122070312,823.4000244140625,815.0,816.2999877929688,816.2999877929688,471,BOLT.TA,yfinance
2019-12-03,816.2999877929688,840.0,820.0,828.9000244140625,828.9000244140625,527,BOLT.TA,yfinance
2019-12-04,828.9000244140625,808.0999755859375,800.9000244140625,803.0,803.0,3387,BOLT.TA,yfinance
2019-12-05,803.0,803.0,803.0,803.0,803.0,0,BOLT.TA,yfinance
2019-12-09,813.2000122070312,813.2000122070312,813.0999755859375,813.0999755859375,813.0999755859375,290,BOLT.TA,yfinance
2019-12-10,813.0999755859375,833.0,790.0,793.7000122070312,793.7000122070312,2336,BOLT.TA,yfinance
2019-12-11,793.7000122070312,805.4000244140625,799.0,805.0999755859375,805.0999755859375,400,BOLT.TA,yfinance
2019-12-12,805.0999755859375,817.0999755859375,781.0,804.5,804.5,1150,BOLT.TA,yfinance
2019-12-16,807.0,825.0,825.0,825.0,825.0,250,BOLT.TA,yfinance
2019-12-17,825.0,837.9000244140625,820.0,836.5,836.5,242,BOLT.TA,yfinance
2019-12-18,836.5,799.4000244140625,799.4000244140625,836.2000122070312,836.2000122070312,2,BOLT.TA,yfinance
2019-12-19,822.0,822.0,781.0,786.2000122070312,786.2000122070312,5400,BOLT.TA,yfinance
2019-12-23,813.7999877929688,854.7999877929688,790.0,815.2000122070312,815.2000122070312,10636,BOLT.TA,yfinance
2019-12-24,854.9000244140625,854.9000244140625,853.0,854.5,854.5,645,BOLT.TA,yfinance
2019-12-25,854.9000244140625,860.0,829.4000244140625,851.7000122070312,851.7000122070312,3019,BOLT.TA,yfinance
