Date,Open,High,Low,Close,Adj_Close,Volume,ticker,price_source
2019-08-12,11128.2421875,11128.2421875,10879.3994140625,10949.076171875,10949.076171875,11580,AFPR.TA,yfinance
2019-08-13,10949.076171875,11456.71484375,10849.5390625,11307.4091796875,11307.4091796875,14571,AFPR.TA,yfinance
2019-08-14,11307.4091796875,11357.177734375,10759.955078125,10849.5390625,10849.5390625,19129,AFPR.TA,yfinance
2019-08-15,10849.5390625,11028.705078125,10461.34375,10859.4921875,10859.4921875,21919,AFPR.TA,yfinance
2019-08-19,10620.603515625,10859.4921875,10570.8349609375,10660.41796875,10660.41796875,26620,AFPR.TA,yfinance
2019-08-20,10670.3720703125,10929.16796875,10580.7890625,10929.16796875,10929.16796875,20271,AFPR.TA,yfinance
2019-08-21,10929.16796875,11496.529296875,10929.16796875,11496.529296875,11496.529296875,19293,AFPR.TA,yfinance
2019-08-22,11586.11328125,11914.5849609375,11476.6220703125,11864.81640625,11864.81640625,15276,AFPR.TA,yfinance
2019-08-26,11496.529296875,11665.7421875,10769.9091796875,11426.853515625,11426.853515625,23984,AFPR.TA,yfinance
2019-08-27,11446.7607421875,11546.2978515625,11257.640625,11446.7607421875,11446.7607421875,22027,AFPR.TA,yfinance
2019-08-28,11765.279296875,11765.279296875,11178.0107421875,11446.7607421875,11446.7607421875,26526,AFPR.TA,yfinance
2019-08-29,11416.8994140625,11496.529296875,11307.4091796875,11496.529296875,11496.529296875,51502,AFPR.TA,yfinance
2019-09-02,11496.529296875,11725.46484375,11337.2705078125,11396.9921875,11396.9921875,7986,AFPR.TA,yfinance
2019-09-03,11446.7607421875,11446.7607421875,11108.3349609375,11396.9921875,11396.9921875,19131,AFPR.TA,yfinance
2019-09-04,11546.2978515625,11546.2978515625,11327.31640625,11446.7607421875,11446.7607421875,18732,AFPR.TA,yfinance
2019-09-05,11516.4365234375,11566.205078125,11357.177734375,11357.177734375,11357.177734375,36875,AFPR.TA,yfinance
2019-09-09,11576.1591796875,11695.603515625,11406.9462890625,11615.9736328125,11615.9736328125,13279,AFPR.TA,yfinance
2019-09-10,11615.9736328125,11615.9736328125,11207.8720703125,11287.501953125,11287.501953125,14836,AFPR.TA,yfinance
2019-09-11,11187.96484375,11546.2978515625,11187.96484375,11506.4833984375,11506.4833984375,31427,AFPR.TA,yfinance
2019-09-12,11506.4833984375,11745.3720703125,11506.4833984375,11536.3447265625,11536.3447265625,15856,AFPR.TA,yfinance
2019-09-16,11357.177734375,11556.251953125,11357.177734375,11556.251953125,11556.251953125,33206,AFPR.TA,yfinance
2019-09-18,11556.251953125,11735.4189453125,11446.7607421875,11456.71484375,11456.71484375,24266,AFPR.TA,yfinance
2019-09-19,11446.7607421875,11526.390625,11347.2236328125,11516.4365234375,11516.4365234375,26708,AFPR.TA,yfinance
2019-09-23,11436.8076171875,11586.11328125,11436.8076171875,11496.529296875,11496.529296875,19347,AFPR.TA,yfinance
2019-09-24,11496.529296875,11625.927734375,11496.529296875,11625.927734375,11625.927734375,13385,AFPR.TA,yfinance
2019-09-25,11615.9736328125,11884.7236328125,11456.71484375,11795.140625,11795.140625,21303,AFPR.TA,yfinance
2019-09-26,11755.326171875,12183.3349609375,11755.326171875,12093.751953125,12093.751953125,20997,AFPR.TA,yfinance
2019-10-02,12233.103515625,12233.103515625,12024.076171875,12083.7978515625,12083.7978515625,25710,AFPR.TA,yfinance
2019-10-03,12024.076171875,12024.076171875,11655.7890625,11795.140625,11795.140625,33366,AFPR.TA,yfinance
2019-10-07,11844.9091796875,12103.7060546875,11805.0947265625,11844.9091796875,11844.9091796875,32196,AFPR.TA,yfinance
2019-10-10,11844.9091796875,12093.751953125,11825.001953125,11894.677734375,11894.677734375,53888,AFPR.TA,yfinance
2019-10-15,11894.677734375,12143.5205078125,11884.7236328125,12004.1689453125,12004.1689453125,17973,AFPR.TA,yfinance
2019-10-16,12143.5205078125,12223.150390625,12093.751953125,12183.3349609375,12183.3349609375,11967,AFPR.TA,yfinance
2019-10-17,12233.103515625,12372.4560546875,12183.3349609375,12372.4560546875,12372.4560546875,23373,AFPR.TA,yfinance
2019-10-22,12372.4560546875,12422.224609375,12193.2890625,12402.31640625,12402.31640625,37882,AFPR.TA,yfinance
2019-10-23,12372.4560546875,12471.9931640625,12352.5478515625,12422.224609375,12422.224609375,43042,AFPR.TA,yfinance
2019-10-24,12611.3447265625,12611.3447265625,12392.36328125,12501.853515625,12501.853515625,23655,AFPR.TA,yfinance
2019-10-28,12611.3447265625,12641.2060546875,12481.9462890625,12591.4375,12591.4375,22946,AFPR.TA,yfinance
2019-10-29,12591.4375,12830.326171875,12511.8076171875,12621.2978515625,12621.2978515625,15427,AFPR.TA,yfinance
2019-10-30,12511.8076171875,12631.251953125,12511.8076171875,12611.3447265625,12611.3447265625,17902,AFPR.TA,yfinance
2019-10-31,12641.2060546875,12690.974609375,12481.9462890625,12521.7607421875,12521.7607421875,49422,AFPR.TA,yfinance
2019-11-04,12471.9931640625,13128.9375,12471.9931640625,12621.2978515625,12621.2978515625,12561,AFPR.TA,yfinance
2019-11-05,12621.2978515625,12740.7431640625,12531.71484375,12631.251953125,12631.251953125,18046,AFPR.TA,yfinance
2019-11-06,12631.251953125,12730.7890625,12352.5478515625,12442.1318359375,12442.1318359375,25856,AFPR.TA,yfinance
2019-11-07,12342.5947265625,12442.1318359375,12093.751953125,12312.7333984375,12312.7333984375,60846,AFPR.TA,yfinance
